name,pages,extinct,gif,special,obtain
Bones of reckless researcher,armor/subaccessory,0,photo/armor60/bonesofrecklessresearcher.gif,Drop,Lost Mines Event 2011 Special Info: Drop
Bones of relentless seeker,armor/subaccessory,0,photo/armor60/bonesofrelentlessseeker.gif,Drop,Lost Mines Event 2011 Special Info: Drop
Bones of tired traveler,armor/subaccessory,0,photo/armor60/bonesoftiredtraveler.gif,Drop,Lost Mines Event 20011 Special Info: Drop
Bones of unlucky adventurer,armor/subaccessory,0,photo/armor60/bonesofunluckyadventurer.gif,Drop,Lost Mines Event 2011 Special Info: Drop
Book,items/shop|items/spells,0,photo/items60/book.gif,,Buy from Messenger shops
Book of song,armor/handitems,0,photo/armor60/bookofsong.gif,None,3.0 Item Special Info: None
Bottle of venom,items/drops|items/woodlandsitems,0,photo/items60/bottleofvenom.gif,,Woodlands Snake Cave
Bottled dog breath,items/drops|items/woodlandsitems,0,photo/items60/bottleddogbreath.gif,,Woodlands Dog Cave
Boxed ectoplasm,items/drops|items/woodlandsitems,0,photo/items60/boxedectoplasm.gif,,Woodlands Dog Cave
Brass shield,armor/shields,0,photo/armor60/brassshield.gif,Bonded,Nagnag Shield Quest Special Info: Bonded
Breeze fan,weapons/fans,0,,None,Leviathan Quest
Bright staff,weapons/carnageprize|weapons/spears,0,photo/weapons60/wickedstaff.gif,Break on Death,Heroes or Higher Carnage Prize
Broiled meat,items/crafts|items/vita,0,photo/items60/broiledmeat.gif,,Cooking Tiger meat.
Bronze circlet,armor/headitems,0,photo/armor60/bronzecirclet.gif,None,Prize purchased with 10 Pirate coins Special Info: None
Bronze studded circlet,armor/headitems,0,photo/armor60/bronzestuddedcirclet.gif,None,Can be purchased with 40 Pirate Coins Special Info: None
Bronze teapot,armor/subaccessory,0,photo/armor60/bronzeteapot.gif,None,mug's Mug contest 2007 Special Info: None
Brown cheongsan,armor/peasantarmor,0,photo/armor60/browncheongsan.gif,Bonded rare,King Yuri's Ball Special Info: Bonded rare
Brown dragon staff,weapons/spears,0,photo/weapons60/browndragonstaff.gif,Rarely,This is the second Mystical weapon. Turn in a Leaf to get this.
Brown glowing flame,weapons/swords,0,photo/weapons60/brownglowingflame.gif,,This is the last Mystical weapon. Turn in Dragon staff to get this.
Brown magoja,armor/peasantarmor,0,photo/armor60/brownmagoja.gif,Bonded rare,King Yuri's Ball Special Info: Bonded rare
Brown shade leaf,weapons/spears,0,photo/weapons60/brownshadeleaf.gif,,This is the first Mystical weapon
Brutal shank,weapons/swords,0,photo/weapons60/brutalshank.gif,Also dropped by Lost Mines Leeches,Random treasure from Iron cache
Bulk of sand,items/drops|items/woodlandsitems,0,photo/items60/bulkofsand.gif,,Woodlands Lobster Cave
Bulkkoch abalone,armor/subaccessory,0,photo/armor60/bulkkochabalone.gif,,Special Info:
Bulkkoch Corals,armor/subaccessory,0,photo/armor60/bulkkochcorals.gif,,Special Info:
Bulkkoch pearl,armor/subaccessory,0,photo/armor60/bulkkochpearl.gif,,Special Info:
Bulkkoch seashells,armor/subaccessory,0,photo/armor60/Bulkkochseashells.gif,,Special Info:
Bulkkoch trident,weapons/spears,0,photo/weapons60/applefan.gif,,Obtained during 2015 Bulkkoch event
Burning gauntlet,armor/handitems,0,photo/armor60/burninggauntlet.gif,Break on Death,None Special Info: Break on Death
Buya Army Uniform,armor/coataccessory|armor/coataccessory,0,photo/armor60/buyaarmyuniformfemale.gif,Uniform to identify soldiers of Buya,"Buya soldiers can purchase after obtaining the mark ""Soldier of Buya"" Special Info: Uniform to identify soldiers of Buya"
Buya helm,armor/headitems,0,photo/armor60/sunhelm.gif,Bonded / Unrepairable,Clan Hall Special Info: Bonded / Unrepairable
Buya helmet,armor/headitems,0,photo/armor60/sunhelm.gif,Bonded / Unrepairable,Clan Hall Special Info: Bonded / Unrepairable
Buya key,items/keys,0,photo/items60/clankey.gif,,None
Buya Medal of Bravery,armor/handitems,0,photo/armor60/buyamedalofbravery.gif,0,Buyan Army Special Info: 0
Buya Medal of Honor,armor/handitems,0,photo/armor60/buyamedalofhonor.gif,0,Buyan Army Special Info: 0
Buya Medal of Valor,armor/handitems,0,photo/armor60/buyamedalofvalor.gif,0,Buyan Army Special Info: 0
Calligraph,armor/handitems,0,photo/armor60/scribespen.gif,None,Poetry Contest Special Info: None
Canine tooth,items/drops|items/woodlandsitems,0,photo/items60/caninetooth.gif,,Woodlands Dog Cave
Carnage key,items/keys,0,photo/items60/clankey.gif,,None
Cat suit,armor/coataccessory,0,photo/armor60/catsuit.gif,Wear this along with Cat hat to be able to Trick or Treat,Dropped Halloween Events spooks Special Info: Wear this along with Cat hat to be able to Trick or Treat
Cats claw,weapons/swords,0,photo/weapons60/blood.gif,Breaks on Death,Lost Mines Event - Yuri 59
Celestial gown,armor/poetarmor,0,photo/armor60/celestialgown.gif,Non-bonded,Dropped by Lord Badak Api boss in Gogoon Rhino Cave Special Info: Non-bonded
Celestial Night Spire,weapons/swords,0,photo/weapons60/celestialnightspire.gif,None,Given by mugsy after GM Mug's death
Celestial vestments,armor/poetarmor,0,photo/armor60/celestialvestments.gif,Non-bonded,Dropped by Lord Badak Api boss in Gogoon Rhino Cave Special Info: Non-bonded
Ceremonial Tea of Koguryo,armor/subaccessory,0,photo/armor60/ceremonialteaofkoguryo.gif,A bonded version of this item was obtained earlier during Mhul's 50th,Obtained during the 2018 Thanksgiving/Mhul's Centennial celebration event Special Info: A bonded version of this item was obtained earlier during Mhul's 50th
Cerise diamond,armor/subaccessory,0,photo/armor60/cerisediamond.gif,Quest,Lost Mines Event 2009 Special Info: Quest
Chae Sae Fan,weapons/fans,0,,None,Gogoon Fan Quest
Chaos blade,weapons/swords,0,photo/weapons60/chaosblade.gif,One of a Kind,Dropped by Chaos Beast During an Event
Charm,weapons/carnageprize|weapons/spears|weapons/spears,0,photo/weapons60/charm.gif,Break on Death,Legends or higher Carnage Prize
Chestnut,items/quests,0,photo/items60/chestnut.gif,,Spawns in town gardens
Chicken meat,items/crafts|items/drops|items/vita,0,photo/items60/birdmeat.gif,,None
Chillblane,weapons/extinct|weapons/swords,1,photo/weapons60/icesabre.gif,Extinct,Beta Weapon
Chima jeogori,armor/coataccessory,0,photo/armor60/chimajeogori.gif,none,Obtaining as one of the possible rewards for siding with General HanXin at Pirates Event March 2007 Special Info: none
Chisled kallal,weapons/swords,0,photo/weapons60/kallal.gif,"Obtained in Hyul 1, Mongol Invasion",Unobtainable
Chung ryong casque,armor/headitems,0,photo/armor60/chungryongcasque.gif,None,Obtained from jewellers Special Info: None
Chung ryong circlet,armor/headitems,0,photo/armor60/chungryongcirclet.gif,0,Obtained from jewellers Special Info: 0
Chung Ryong helm,armor/headitems,0,photo/armor60/chungryonghelm.gif,Bonded / Unrepairable,Chung Ryong Shrine Special Info: Bonded / Unrepairable
Chung Ryong helmet,armor/headitems,0,photo/armor60/chungryonghelm.gif,Bonded / Unrepairable,Chung Ryong Shrine Special Info: Bonded / Unrepairable
Chung ryong key,items/keys|items/spells,0,photo/items60/chungryongkey.gif,,Mythic Dragon Key Bosses
Chung ryong rune,armor/headitems,0,photo/armor60/chungryongrune.gif,0,Snow Tiger Invasion Event Special Info: 0
Chung ryong scale,weapons/swords,0,photo/weapons60/chungryongscale.gif,"Bonded / Unrepairable, NPC Subpath Level 99 Members","Say ""Kimesh"" to Hausson Smith"
Clan key,items/keys,0,photo/items60/clankey.gif,,None
Clan sword,weapons/swords,0,photo/weapons60/steelthorn.gif,Cannot Deposit,Given to Clan Primogens
Clear water song,items/shop,0,photo/items60/scroll.gif,,"Buy in Kugnae, Baek's shop"
Coconut grass skirt,armor/coataccessory,0,photo/armor60/coconutgrassskirt.gif,None,Can be purchased with Pirate Coins on Gogoon Island Special Info: None
Coconut malong,armor/coataccessory,0,photo/armor60/coconutmalong.gif,None,Can be purchased with Pirate Coins on Gogoon Island Special Info: None
Coconut malong shoes,armor/subaccessory,0,photo/armor60/coconutmalongshoes.gif,None,Can be purchased with Pirate Coins on Gogoon Island Special Info: None
Coconut sarong,armor/coataccessory,0,photo/armor60/coconutsarong.gif,None,Can be purchased with Pirate Coins on Gogoon Island Special Info: None
Coconut sarong slippers,armor/subaccessory,0,photo/armor60/coconutsarongslippers.gif,None,Can be purchased with Pirate Coins on Gogoon Island Special Info: None
Coconut stick,items/crafts|items/shop,0,photo/items60/coconutstick.gif,,Shops
Comb,items/shop,0,photo/items60/comb.gif,,Taverns
Combat headpiece,armor/headitems,0,photo/armor60/combatheadpiece.gif,Quest,Special Info: Quest
Comet fan,weapons/fans,0,,None,Leviathan Quest
Concealed Jingum Jian,weapons/swords,0,photo/weapons60/jingumjian.gif,None,Side with the Pirates against Han
Concealed Jingum Xie,weapons/swords,0,photo/weapons60/jingumxie.gif,None,Event
Conjuror's ward,armor/shields,0,photo/armor60/conjurersward.gif,Bonded,Nagnag Shield Quest Special Info: Bonded
Cooked fish,items/vita,0,photo/items60/boiledfish.gif,,Chapels
Copper acorn,items/events,0,photo/items60/acorn.gif,,Lost Mines
Copper snap bow,weapons/bows,0,,None,Costs 30 Elixir tokens
Coral grass skirt,armor/coataccessory,0,photo/armor60/coralgrassskirt.gif,None,Can be purchased with Pirate Coins on Gogoon Island Special Info: None
Coral sarong,armor/coataccessory,0,photo/armor60/coralsarong.gif,None,Can be purchased with Pirate Coins on Gogoon Island Special Info: None
Coral sarong slippers,armor/subaccessory,0,photo/armor60/coralsarongslippers.gif,None,Can be purchased with Pirate Coins on Gogoon Island Special Info: None
Coronal kongdurin,armor/headitems,0,photo/armor60/coronal.gif,None,Tree of Reflections Event Special Info: None
Coronal motchin,armor/headitems,0,photo/armor60/coronal.gif,None,Tree of Reflections Event Special Info: None
Coronal puyuhan,armor/headitems,0,photo/armor60/coronal.gif,None,Tree of Reflections Event Special Info: None
Coronal shwiun,armor/headitems,0,photo/armor60/coronal.gif,None,Tree of Reflections Event Special Info: None
Coronal susuhan,armor/headitems,0,photo/armor60/coronal.gif,None,Tree of Reflections Event Special Info: None
Corrupted blade,weapons/carnageprize|weapons/swords,0,photo/weapons60/moonblade.gif,Break on Death,Legends or Higher Carnage Prize
Corrupted cloth,items/drops|items/woodlandsitems,0,photo/items60/corruptedcloth.gif,,Woodlands Raheem Desert Cave
Corrupted ring,armor/handitems,0,photo/armor60/bluering.gif,Break on Death,Carnage Prize Special Info: Break on Death
Corrupted staff,weapons/carnageprize|weapons/spears,0,photo/weapons60/deathshead.gif,Break on Death,Legends or Higher Carnage Prize
Covert band,armor/handitems,0,photo/armor60/covertband.gif,Non repairable,Spy Special Info: Non repairable
Covert Jingum Jian,weapons/swords,0,photo/weapons60/jingumjian.gif,None,Side with the Pirates against Han
Covert Jingum Xie,weapons/swords,0,photo/weapons60/jingumxie.gif,None,Event
Crafted kallal,weapons/swords,0,photo/weapons60/kallal.gif,"Obtained in Hyul 1, Mongol Invasion",Unobtainable
Crescent Moon dagger,weapons/swords,0,photo/weapons60/moondagger.gif,BREAK ON DEATH,"2017 Halloween Event ""Changmu town"""
Crimson cambium,armor/subaccessory,0,photo/armor60/crimsoncambium.gif,Used by Rogues and Warriors,Ice Dungeon 2009 Special Info: Used by Rogues and Warriors
Crimson diamond,armor/subaccessory,0,photo/armor60/crimsondiamond.gif,Quest,Lost Mines Event 2009 Special Info: Quest
Crimson medullary,armor/subaccessory,0,photo/armor60/crimsonmedullary.gif,Used by Mages and Poets,Ice Dungeon 2009 Special Info: Used by Mages and Poets
Crossbow,weapons/bows,0,,Halloween Event 2012 & 2019,Must have killed 200 walking dead.
Crow bow,weapons/bows,0,,Only 3 versions of this bow exist in Nexus,Given to the top 3 people who killed Crow flocks in Northern Buya
Crown of Glory,armor/headitems,0,photo/armor60/yellowcasque.gif,One of a Kind,Webpage Contest Special Info: One of a Kind
Crowning Fan,weapons/fans,0,,None,Hyul 20 (November 2008)
Crusader's blade,weapons/swords,0,photo/weapons60/crusadersblade.gif,Sided with Good (Jinn) side,Lost Mines Event 2007
Crusader's great blade,weapons/swords,0,photo/weapons60/crusadersblade.gif,Sided with Good (Jinn) side,Lost Mines Event 2007
Crusader's light blade,weapons/swords,0,photo/weapons60/crusadersblade.gif,Sided with Good (Jinn) side,Lost Mines Event 2007
Crusader's minor blade,weapons/swords,0,photo/weapons60/crusadersblade.gif,Sided with Good (Jinn) side,Lost Mines Event 2007
Crusader's tempered blade,weapons/swords,0,photo/weapons60/crusadersblade.gif,Sided with Good (Jinn) side,Lost Mines Event 2007
Cryptic Jingum Jian,weapons/swords,0,photo/weapons60/jingumjian.gif,None,Side with the Pirates against Han
Cryptic Jingum Xie,weapons/swords,0,photo/weapons60/jingumxie.gif,None,Event
Crystal fly eye,items/woodlandsitems,0,photo/items60/crystalflyeye.gif,,Woodlands Cave: Lobster Max Held in One Slot: 1 Creature: Sand fly
Crystal staff,weapons/spears,0,photo/weapons60/crystalstaff.gif,Bonded,Say Hello to Innkeeper
Crystal water,items/drops|items/woodlandsitems,0,photo/items60/crystalwater.gif,,Woodlands Raheem Desert Cave
Cursed blade,weapons/carnageprize|weapons/swords,0,photo/weapons60/moonblade.gif,None,Glory or Higher Carnage Prize
Cursed ring,armor/handitems,0,photo/armor60/blackring.gif,None,Carnage Prize Special Info: None
Cursed staff,weapons/carnageprize|weapons/spears,0,photo/weapons60/deathshead.gif,None,Glory or Higher Carnage Prize
Cutlass Skully,weapons/swords,0,photo/weapons60/cutlassskully.gif,BREAK ON DEATH,Obtained during the 2015 Pirates event. May still be obtained *rarely* through Sally quests.
Daffodil,items/other,0,photo/items60/daffodil.gif,,Created by Druids
Dark amber,items/crafts|items/crafts|items/drops|items/rocks|items/rocks|items/spells,0,photo/items60/darkamber.gif,,Dropped by many creatures
Dark blue kinkotot,armor/peasantarmor,0,photo/armor60/darkbluekinkotot.gif,Bonded rare,King Yuri's Ball Special Info: Bonded rare
Dark casque,armor/headitems,0,photo/armor60/darkcasque.gif,0,Obtained from jewellers Special Info: 0
Dark circlet,armor/headitems,0,photo/armor60/darkcirclet.gif,0,Obtained from jewellers Special Info: 0
Dark dagger,weapons/swords,0,photo/weapons60/darkdagger.gif,Dropped by Creatures during the Nagnag Mythic Wars and other Nagnag events.,Mythic Wars
Dark essence,items/drops|items/woodlandsitems,0,photo/items60/darkessence.gif,,Woodlands Raheem Desert Cave
Dark green qipao,armor/peasantarmor,0,photo/armor60/darkgreenqipao.gif,Bonded rare,King Yuri's Ball Special Info: Bonded rare
Dark poet suit,armor/coataccessory,0,photo/armor60/darkpoetsuit.gif,Killing Haunted Phantasm or Haunted Shadow,Dropped Halloween Events spooks Special Info: Killing Haunted Phantasm or Haunted Shadow
Dark simitar,weapons/carnageprize|weapons/swords,0,photo/weapons60/darksimitar.gif,Break on Death,Celestials carnage prize
Darkstaff,weapons/extinct|weapons/spears,1,photo/weapons60/treebranch.gif,Extinct,Cannot
Darkstone,armor/handitems,0,photo/armor60/darkstone.gif,None,Shattering Special Info: None
Dashae's dashing ribbon,armor/subaccessory,0,photo/armor60/dashesdashingribbon.png,Quest,Lost Mines Event 2011 Special Info: Quest
Dashae's dazzling ribbon,armor/subaccessory,0,photo/armor60/dashesdazzlingribbon.png,Quest,Lost Mines Event 2011 Special Info: Quest
Dashae's elegant ribbon,armor/subaccessory,0,photo/armor60/dashaeselegantribbon.png,Quest,Lost Mines Event 2011 Special Info: Quest
Dashae's fancy ribbon,armor/subaccessory,0,photo/armor60/dashaesfancyribbon.gif,Quest,Lost Mines Event 2011 Special Info: Quest
Dashae's glamorous ribbon,armor/subaccessory,0,photo/armor60/dashaesglamorousribbon.png,Quest,Lost Mines Event 2011 Special Info: Quest
Dashae's pretty ribbon,armor/subaccessory,0,photo/armor60/dashesprettyribbon.png,Quest,Lost Mines Event 2011 Special Info: Quest
Dawn tulip,items/other,0,photo/items60/dawntulip.gif,,Created by Druids
Dazzling Sapphire Spiral,weapons/spears,0,photo/weapons60/DazzlingSapphireSpiral.png,King Trogodyte - Break On Death,Flower Boss
De's airy geostew,armor/subaccessory,0,photo/armor60/desairygeostew.gif,Quest,Lost Mines Event 2013 Special Info: Quest
De's chewy geostew,armor/subaccessory,0,photo/armor60/dechewygeostew.gif,Quest,Lost Mines Event 2013 Special Info: Quest
De's crunchy geostew,armor/subaccessory,0,photo/armor60/decruncygeostew.gif,Quest,Lost Mines Event 2013 Special Info: Quest
De's light geostew,armor/subaccessory,0,photo/armor60/delightgeostew.gif,Quest,Lost Mines Event 2013 Special Info: Quest
De's rich geostew,armor/subaccessory,0,photo/armor60/derichgeostew.gif,Quest,Lost Mines Event 2013 Special Info: Quest
De's sappy geostew,armor/subaccessory,0,photo/armor60/desappygeostew.gif,Quest,Lost Mines Event 2013 Special Info: Quest
De's savory geostew,armor/subaccessory,0,photo/armor60/desavorygeostew.gif,Quest,Lost Mines Event 2013 Special Info: Quest
De's sour geostew,armor/subaccessory,0,photo/armor60/desourgeostew.gif,Quest,Lost Mines Event 2013 Special Info: Quest
De's stocky geostew,armor/subaccessory,0,,Quest,Lost Mines Event 2013 Special Info: Quest
De's sweet geostew,armor/subaccessory,0,photo/armor60/desweetgeostew.gif,Quest,Lost Mines Event 2013 Special Info: Quest
De's tangy geostew,armor/subaccessory,0,photo/armor60/detangygeostew.gif,Quest,Lost Mines Event 2013 Special Info: Quest
De's thick geostew,armor/subaccessory,0,photo/armor60/dethickgeostew.gif,Quest,Lost Mines Event 2013 Special Info: Quest
Deadly earth,items/bombs,0,photo/items60/ore.gif,,Kugnae Arena Shop
Death fan,weapons/fans,0,,None,Leviathan Quest
Death's head,weapons/spears,0,photo/weapons60/deathshead.gif,None,Witch Shaman
Deceitful blade,weapons/swords,0,photo/weapons60/deceitfulblade.gif,Sided with Bad (Jong) side,Lost Mines Event 2007
